elapsed_s,x_rel_m,y_rel_m
18.38,0.0000,0.0000
24.66,-0.0139,-0.0013
25.36,-0.0585,-0.0369
26.37,-0.0548,-0.0367
27.46,-0.0571,-0.0372
28.56,-0.0649,-0.0454
28.66,-0.0176,0.0168
29.67,-0.0524,-0.0114
30.39,-0.0843,0.0402
31.19,-0.1157,0.0939
31.69,-0.1476,0.1431
33.12,-0.1653,0.1676
33.66,-0.4714,0.0618
33.86,-0.4957,0.1167
33.96,-0.5255,0.1691
34.66,-0.4205,-0.2657
35.81,-0.4077,-0.2769
36.16,-0.2226,-0.5404
37.16,-0.2002,-0.5516
38.31,-0.1617,-0.5665
